,Profit/Loss
2019-05-03,-4030.8625858173987
2019-05-21,-55.717204964446864
2019-06-03,858.8336467147444
2019-06-18,10.94345955276367
2019-07-01,829.1796879262305
2019-07-15,-4431.525330791352
2019-07-25,8.69879819030757
2019-07-29,3024.6380479841523
2019-07-31,1140.1743020000827
2019-08-05,2672.583583512657
2019-08-20,17.715594915771362
2019-08-26,11.449999809265137
2019-09-12,6613.8493639120925
2019-09-16,5887.324414914259
2019-09-19,12486.86263402955
2019-09-30,7126.849132496425
2019-10-09,-1776.4640972067307
2019-10-25,1698.4768668367828
2019-10-31,4148.245477541819
2019-11-19,-114.50353219313159
2019-11-29,1028.1560162707244
2019-12-11,809.9753266400946
2019-12-18,8.21802025985744
2020-01-02,-815.7188037723668
2020-01-09,1901.9501587838054
2020-01-14,2580.1939273868447
2020-01-21,6250.552212651062
2020-01-30,1653.6945111971877
2020-02-04,3639.1501233727167
2020-02-06,5698.602888504691
2020-02-12,1018.3373459177751
2020-03-02,-420.6943573302596
2020-03-09,9887.810999208763
2020-03-24,12817.435095256413
2020-03-30,11118.497639929356
2020-04-16,-4501.524886168208
2020-04-28,12988.42104751833
2020-05-04,10658.623662327907
2020-05-06,11793.56300726913
2020-05-15,6900.742339987929
2020-05-19,7513.886271590369
2020-06-02,5862.393134409804
2020-06-11,10637.148076290065
2020-06-18,8140.7431438811955
2020-06-29,-1574.8473302475222
2020-07-06,4475.234114239818
2020-07-20,2049.581385080681
2020-08-03,7117.492657804791
2020-08-05,8335.713651147866
2020-08-19,-7512.106279401845
2020-08-27,3455.347389108428
2020-09-01,4085.1644037680767
2020-09-09,4304.441468019431
2020-09-23,5323.692027437592
2020-10-15,1080.5984390603967
2020-10-30,-1994.7593933501971
2020-11-17,4140.036422711897
2020-12-11,-3297.4201721165214
2020-12-18,964.204528588879
2020-12-23,1474.3762828297374
2021-01-07,-1291.6890134053262
2021-01-15,2139.9317608147003
2021-01-27,4446.184894232462
2021-02-03,1781.6861783167521
2021-02-08,4676.789058491178
2021-03-01,-3362.0227672344504
2021-03-18,944.7508220057605
2021-04-01,-412.27821066905807
2021-04-12,878.608537829336
2021-04-19,532.7518839782715
2021-04-27,1672.006599816598
2021-05-07,2809.848998609264
2021-05-17,2299.9314681996184
2021-05-25,876.9444872130734
2021-06-01,1139.163466401907
2021-06-04,1274.858592779667
2021-06-10,1197.6500673420803
2021-06-16,576.4015593292953
2021-07-01,-1047.5430674746594
2021-07-15,-320.87154717799814
2021-07-26,1906.4063235143692
2021-08-12,-647.2470610448653
2021-08-20,-2831.7655332044033
2021-09-01,989.4901208092257
2021-09-08,733.4611254678824
2021-09-17,1468.1962494309253
2021-10-07,-1450.839569332464
2021-10-18,-1086.636875664223
2021-10-25,679.67910713231
2021-10-29,1566.407121612593
2021-11-05,1351.444051169773
2021-11-19,705.734836368677
2021-11-26,2675.099014514518
2021-12-03,2348.3502425145443
2021-12-09,844.8492821535995
2021-12-15,25.345558820840246
2021-12-23,600.4391471716178
2021-12-29,534.8689284390392
2022-01-12,2389.0162069600424
2022-01-19,1357.3606218974464
2022-01-21,842.4699818526121
2022-02-01,-324.9022022948218
2022-02-07,1934.0033170470508
2022-03-02,-2382.485571510932
2022-03-14,3596.299816018839
2022-03-23,2173.018726187942
2022-03-28,1821.4433643236068
2022-04-01,2076.483685210163
2022-04-20,-604.8506999199494
2022-04-29,1055.9089365944392
2022-05-09,-539.7962023533839
2022-05-17,1220.3009519934874
2022-05-20,1359.907247018391
2022-05-31,680.0933054909369
2022-06-02,2813.514478012515
2022-06-06,1273.4068950978592
2022-06-27,-2819.8890863735774
2022-07-07,2619.371867893023
2022-07-12,6575.204233794392
2022-07-21,-448.4469519767458
2022-07-26,2250.600195444898
2022-08-03,1787.3350890020633
2022-08-10,905.8893435586742
2022-08-25,345.5463113899206
2022-09-01,3141.1577504506236
2022-09-19,1026.247680599159
2022-09-29,-2317.223350803375
2022-10-05,1329.7391528279618
2022-10-19,-3238.536899933106
2022-10-21,1328.5792610828944
2022-11-01,2639.835944346585
2022-11-17,-2769.425339898467
2022-11-25,3680.4254316251445
2022-12-01,702.8396080266753
2022-12-07,1426.8260262157683
2022-12-14,1291.5223317947384
2022-12-16,1706.60909689101
2022-12-22,2352.603789183549
2022-12-30,674.7477981644979
2023-01-09,1471.3360090330032
2023-01-25,-1029.872572614786
2023-02-07,-1196.2618931294758
2023-02-10,1308.662105038464
2023-02-17,2034.2895747179305
2023-02-28,-156.2214896128771
2023-03-03,710.7453862247148
2023-03-08,1753.0542833537086
2023-03-10,598.2627834815662
2023-03-14,442.75468903747816
2023-03-16,29.548319636004827
2023-03-23,2225.4473062403063
2023-03-29,1291.6720836553645
2023-04-11,-605.9250323998182
2023-04-21,618.1232753754964
2023-05-11,-4451.415289969056
2023-05-18,2399.5026408459116
2023-05-25,1721.8774250485928
2023-06-05,1411.3969105297895
2023-06-08,1193.469201924097
2023-06-21,-156.9225067850137
2023-06-28,1344.4485356333412
2023-06-30,2174.1697574123564
2023-07-17,-406.1764183660383
2023-08-01,-794.39849378348
2023-08-17,-2650.8897427025377
2023-08-24,1543.9269014499491
2023-09-13,1561.2112175492948
2023-09-25,1480.2752363265383
2023-10-10,1554.2202110027413
2023-10-18,-169.78771870091197
2023-10-20,2277.383944221498
2023-10-31,2406.220003905858
2023-11-07,142.1371072155426
2023-11-14,-116.9745794376698
2023-12-01,-2034.2072398282348
2023-12-12,1927.8597109996795
2023-12-19,1051.9239534649503
2023-12-27,603.9376152120847
2024-01-02,2533.0275488253624
2024-01-12,1447.5554654635691
2024-01-24,738.8802357346955
