,Date,Action,Type,HMC_Shares,HYMTF_Shares,HMC_Price,HYMTF_Price
405,2020-01-02,Close Position,upper,1745.8100930711564,1587.3015873015872,28.639999389648438,31.5
406,2020-01-03,Open Position,upper,1777.4618376006163,1587.3015873015872,28.1299991607666,31.5
407,2020-01-09,Close Position,upper,1783.8030244437982,1650.165058052014,28.030000686645508,30.299999237060547
408,2020-01-10,Open Position,upper,1803.7518484321106,1515.1515151515152,27.719999313354492,33.0
409,2020-01-14,Close Position,upper,1793.4003409283164,1597.4441283946694,27.8799991607666,31.299999237060547
410,2020-01-15,Open Position,lower,1810.938025885228,1785.7142857142858,27.610000610351562,28.0
411,2020-01-21,Close Position,lower,1812.2508054901223,1587.3015873015872,27.59000015258789,31.5
412,2020-01-22,Open Position,upper,1822.1573989381545,1529.0519520925363,27.440000534057617,32.70000076293945
413,2020-01-30,Close Position,upper,1893.2222752322148,1582.2784619116667,26.40999984741211,31.600000381469727
414,2020-02-03,Open Position,upper,1931.2476314692935,1471.4538161735757,25.889999389648438,33.97999954223633
415,2020-02-04,Close Position,upper,1917.9133327694938,1586.797830428778,26.06999969482422,31.510000228881836
416,2020-02-05,Open Position,lower,1900.4181305561679,1639.344262295082,26.309999465942383,30.5
417,2020-02-06,Close Position,lower,1883.2392254914314,1471.4538161735757,26.549999237060547,33.97999954223633
418,2020-02-07,Open Position,upper,1887.5047350704247,1471.4538161735757,26.489999771118164,33.97999954223633
419,2020-02-12,Close Position,upper,1840.9425729346665,1501.5015359025454,27.15999984741211,33.29999923706055
420,2020-02-18,Open Position,lower,1848.4288876243743,1501.5015359025454,27.049999237060547,33.29999923706055
421,2020-03-02,Close Position,lower,1926.7822169549838,1515.1515151515152,25.950000762939453,33.0
422,2020-03-04,Open Position,lower,1924.557385719494,1818.1818181818182,25.979999542236328,27.5
423,2020-03-09,Close Position,lower,2145.9228170476044,1519.756768420523,23.299999237060547,32.900001525878906
424,2020-03-17,Open Position,lower,2349.6239843346452,2617.800994837077,21.280000686645508,19.100000381469727
425,2020-03-24,Close Position,lower,2299.908027893614,2083.3333333333335,21.739999771118164,24.0
426,2020-03-27,Open Position,upper,2165.439569925515,2136.752171585738,23.09000015258789,23.399999618530273
427,2020-03-30,Close Position,upper,2135.839398799796,2747.252632088603,23.40999984741211,18.200000762939453
428,2020-04-03,Open Position,upper,2517.6232861714348,2320.185696991239,19.860000610351562,21.549999237060547
429,2020-04-16,Close Position,upper,2379.8191078202112,2127.659574468085,21.010000228881836,23.5
430,2020-04-20,Open Position,lower,2239.1401778250265,2150.537634408602,22.329999923706055,23.25
431,2020-04-28,Close Position,lower,2143.1633160527385,1706.484686073191,23.329999923706055,29.299999237060547
432,2020-04-29,Open Position,lower,2092.925963893706,2173.913043478261,23.889999389648438,23.0
433,2020-05-04,Close Position,lower,2201.673360444393,1792.7572999000438,22.709999084472656,27.889999389648438
434,2020-05-05,Open Position,upper,2186.2701427725874,1661.1295470541318,22.8700008392334,30.100000381469727
435,2020-05-06,Close Position,upper,2188.1837709091524,2173.913043478261,22.850000381469727,23.0
436,2020-05-11,Open Position,lower,2085.070932213083,2148.689257258621,23.979999542236328,23.270000457763672
437,2020-05-15,Close Position,lower,2179.59890305007,1888.9309141301824,22.940000534057617,26.469999313354492
438,2020-05-18,Open Position,upper,2094.679440388565,1888.9309141301824,23.8700008392334,26.469999313354492
439,2020-05-19,Close Position,upper,2109.7045734355756,2223.210338321586,23.700000762939453,22.489999771118164
440,2020-05-22,Open Position,lower,2117.746662745871,2246.1814683688167,23.610000610351562,22.260000228881836
441,2020-06-02,Close Position,lower,1888.9309141301824,2008.0321592772482,26.469999313354492,24.899999618530273
442,2020-06-08,Open Position,upper,1779.9928703593678,1754.3859649122808,28.09000015258789,28.5
443,2020-06-11,Close Position,upper,1938.7358753406086,2232.142895156024,25.790000915527344,22.399999618530273
444,2020-06-16,Open Position,upper,1831.501882685899,1743.3751557867547,27.299999237060547,28.68000030517578
445,2020-06-18,Close Position,upper,1833.5166542237876,2082.465619465283,27.270000457763672,24.010000228881836
446,2020-06-23,Open Position,lower,1852.5379927385068,2150.537634408602,26.989999771118164,23.25
447,2020-06-29,Close Position,lower,1954.652077761068,2222.222222222222,25.579999923706055,22.5
448,2020-07-01,Open Position,upper,1970.8316257789625,1980.1980198019803,25.3700008392334,25.25
449,2020-07-06,Close Position,upper,1912.045916993791,2173.913043478261,26.149999618530273,23.0
450,2020-07-15,Open Position,lower,1886.7924528301887,2195.8717169437723,26.5,22.770000457763672
451,2020-07-20,Close Position,lower,1906.9413161476998,2109.7045734355756,26.219999313354492,23.700000762939453
452,2020-07-21,Open Position,upper,1932.7405635090672,1724.1379310344828,25.8700008392334,29.0
